pool,model,seed,prefix_match,n_compared,orig_final,ext_at_Borig,orig_src,ext_src
HOPV15,Sparse MFGP,70,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
HOPV15,Sparse MFGP,71,True,143,3.6,3.6,conf62_gp,ext
Matbench-Gap,MFGP,77,True,169,0.4000000000000001,0.4000000000000001,conf62_gp,ext100
Matbench-Gap,MFGP,78,True,169,0.6000000000000001,0.6000000000000001,conf62_gp,ext100
Matbench-Gap,MFGP,79,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,MFGP,80,True,169,0.1500000000000001,0.1500000000000001,conf62_gp,ext100
Matbench-Gap,MFGP,81,True,169,0.27,0.27,conf62_gp,ext100
Matbench-Gap,MFGP,72,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,MFGP,73,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,MFGP,74,True,169,0.0,0.0,conf62_gp,ext100
Matbench-Gap,MFGP,75,True,169,0.27,0.27,conf62_gp,ext100
Matbench-Gap,MFGP,76,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
HOPV15,MFGP,67,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
HOPV15,MFGP,68,True,143,3.9,3.9,conf62_gp,ext
HOPV15,MFGP,69,True,143,3.9,3.9,conf62_gp,ext
HOPV15,MFGP,70,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
HOPV15,MFGP,71,True,143,3.9,3.9,conf62_gp,ext
Matbench-Gap,Sparse MFGP,62,True,169,0.0,0.0,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,63,True,169,0.7800000000000002,0.7800000000000002,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,64,True,169,0.07,0.07,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,65,True,169,0.0,0.0,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,66,True,169,0.1899999999999999,0.1899999999999999,conf62_gp,ext100
Polarizability,Sparse MFGP,72,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,73,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,74,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,75,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,76,True,84,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,62,True,248,0.27,0.27,conf62_gp,ext
FreeSolv,MFGP,63,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,64,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,65,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,66,True,248,0.0,0.0,conf62_gp,ext
Matbench-Gap,DKL,72,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,DKL,73,True,169,1.4,1.4,conf62_gp,ext100
Matbench-Gap,DKL,74,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,DKL,75,True,169,0.7800000000000002,0.7800000000000002,conf62_gp,ext100
Matbench-Gap,DKL,76,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Polarizability,Sparse MFGP,62,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,63,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,64,True,84,0.0891943734015343,0.0891943734015343,conf62_gp,ext
Polarizability,Sparse MFGP,65,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,66,True,84,0.0891943734015343,0.0891943734015343,conf62_gp,ext
FreeSolv,MFGP,67,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,68,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,69,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,70,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,71,True,248,0.0,0.0,conf62_gp,ext
HOPV15,MFGP,72,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,MFGP,73,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,MFGP,74,True,143,3.9,3.9,conf62_gp,ext
HOPV15,MFGP,75,True,143,0.0,0.0,conf62_gp,ext
HOPV15,MFGP,76,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
FreeSolv,Sparse MFGP,67,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,68,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,69,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,70,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,71,True,248,0.0,0.0,conf62_gp,ext
HOPV15,DKL,77,True,143,3.6,3.6,conf62_gp,ext
HOPV15,DKL,78,True,143,0.0,0.0,conf62_gp,ext
HOPV15,DKL,79,True,143,3.9,3.9,conf62_gp,ext
HOPV15,DKL,80,True,143,3.789999999999999,3.789999999999999,conf62_gp,ext
HOPV15,DKL,81,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
Polarizability,Sparse MFGP,77,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,78,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,79,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,80,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,81,True,84,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,77,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,78,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,79,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,80,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,81,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,62,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,63,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,64,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,65,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,66,True,248,0.0,0.0,conf62_gp,ext
Matbench-Gap,MFGP,67,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,MFGP,68,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,MFGP,69,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,MFGP,70,True,169,0.0,0.0,conf62_gp,ext100
Matbench-Gap,MFGP,71,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,DKL,62,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,DKL,63,True,169,0.7599999999999999,0.7599999999999999,conf62_gp,ext100
Matbench-Gap,DKL,64,True,169,1.3400000000000003,1.3400000000000003,conf62_gp,ext100
Matbench-Gap,DKL,65,True,169,0.0,0.0,conf62_gp,ext100
Matbench-Gap,DKL,66,True,169,0.1,0.1,conf62_gp,ext100
Polarizability,Sparse MFGP,67,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,68,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,69,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,70,True,84,0.0,0.0,conf62_gp,ext
Polarizability,Sparse MFGP,71,True,84,0.0,0.0,conf62_gp,ext
Matbench-Gap,DKL,67,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,DKL,68,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,DKL,69,True,169,0.08,0.08,conf62_gp,ext100
Matbench-Gap,DKL,70,True,169,0.2200000000000002,0.2200000000000002,conf62_gp,ext100
Matbench-Gap,DKL,71,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,MFGP,62,True,169,0.1,0.1,conf62_gp,ext100
Matbench-Gap,MFGP,63,True,169,0.3700000000000001,0.3700000000000001,conf62_gp,ext100
Matbench-Gap,MFGP,64,True,169,0.27,0.27,conf62_gp,ext100
Matbench-Gap,MFGP,65,True,169,0.6800000000000002,0.6800000000000002,conf62_gp,ext100
Matbench-Gap,MFGP,66,True,169,0.27,0.27,conf62_gp,ext100
HOPV15,DKL,72,True,143,3.6,3.6,conf62_gp,ext
HOPV15,DKL,73,True,143,2.8999999999999995,2.8999999999999995,conf62_gp,ext
HOPV15,DKL,74,True,143,4.129999999999999,4.129999999999999,conf62_gp,ext
HOPV15,DKL,75,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,DKL,76,True,143,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,72,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,73,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,74,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,MFGP,75,True,248,0.27,0.27,conf62_gp,ext
FreeSolv,MFGP,76,True,248,0.0,0.0,conf62_gp,ext
HOPV15,DKL,62,True,143,4.699999999999999,4.699999999999999,conf62_gp,ext
HOPV15,DKL,63,True,143,2.6099999999999994,2.6099999999999994,conf62_gp,ext
HOPV15,DKL,64,True,143,2.999999999999999,2.999999999999999,conf62_gp,ext
HOPV15,DKL,65,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,DKL,66,True,143,2.8999999999999995,2.8999999999999995,conf62_gp,ext
Matbench-Gap,Sparse MFGP,67,True,169,0.07,0.07,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,68,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,69,True,169,0.0499999999999998,0.0499999999999998,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,70,True,169,0.6200000000000001,0.6200000000000001,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,71,True,169,0.0499999999999998,0.0499999999999998,conf62_gp,ext100
HOPV15,Sparse MFGP,72,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,73,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,Sparse MFGP,74,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,75,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,Sparse MFGP,76,True,143,3.6,3.6,conf62_gp,ext
HOPV15,Sparse MFGP,77,True,143,0.0,0.0,conf62_gp,ext
HOPV15,Sparse MFGP,78,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,79,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,80,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,81,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
Matbench-Gap,Sparse MFGP,72,True,169,0.02,0.02,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,73,True,169,0.1399999999999999,0.1399999999999999,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,74,True,169,0.0,0.0,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,75,True,169,0.7800000000000002,0.7800000000000002,conf62_gp,ext100
Matbench-Gap,Sparse MFGP,76,True,169,0.2999999999999998,0.2999999999999998,conf62_gp,ext100
FreeSolv,Sparse MFGP,77,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,78,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,79,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,80,True,248,0.0,0.0,conf62_gp,ext
FreeSolv,Sparse MFGP,81,True,248,0.0,0.0,conf62_gp,ext
HOPV15,Sparse MFGP,62,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,63,True,143,3.6,3.6,conf62_gp,ext
HOPV15,Sparse MFGP,64,True,143,3.9,3.9,conf62_gp,ext
HOPV15,Sparse MFGP,65,True,143,0.0,0.0,conf62_gp,ext
HOPV15,Sparse MFGP,66,True,143,3.6,3.6,conf62_gp,ext
HOPV15,DKL,67,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
HOPV15,DKL,68,True,143,3.6,3.6,conf62_gp,ext
HOPV15,DKL,69,True,143,2.7,2.6999999999999997,conf62_gp,ext
HOPV15,DKL,70,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
HOPV15,DKL,71,True,143,2.6999999999999997,2.6999999999999997,conf62_gp,ext
HOPV15,MFGP,77,True,143,3.499999999999999,3.499999999999999,conf62_gp,ext
HOPV15,MFGP,78,True,143,3.9,3.9,conf62_gp,ext
HOPV15,MFGP,79,True,143,0.0,0.0,conf62_gp,ext
HOPV15,MFGP,80,True,143,3.9,3.9,conf62_gp,ext
HOPV15,MFGP,81,True,143,1.5999999999999996,1.5999999999999996,conf62_gp,ext
