benchmark,model,seed,fraction,n_hf,n_lf,n_train,pool,dim,numpy_fit_flops,numpy_predict_flops,fit_flops,predict_flops,ok,elapsed,err
Branin-Unfav,DNGO-Joint,42,1.0,24,52,76,2500,2,15490296,22445000,660690168,65005000,1,1.93,
Branin-Unfav,DNGO-Joint,43,0.1,2,5,7,2500,2,13959558,22445000,72826246,65005000,1,1.92,
Branin-Unfav,DNGO-Joint,43,0.3,7,16,23,2500,2,14251353,22445000,208809689,65005000,1,2.04,
Branin-Unfav,DNGO-Joint,43,0.5,12,26,38,2500,2,14576148,22445000,337176084,65005000,1,2.2,
Branin-Unfav,DNGO-Joint,43,0.7,17,36,53,2500,2,14933943,22445000,465575479,65005000,1,4.95,
Branin-Unfav,DNGO-Joint,43,1.0,24,52,76,2500,2,15490296,22445000,660690168,65005000,1,2.75,
Branin-Unfav,Knowledge Distillation,42,0.1,2,5,7,2500,2,13959558,22445000,46368646,65005000,1,1.08,
Branin-Unfav,Knowledge Distillation,42,0.3,7,16,23,2500,2,14251353,22445000,120028889,65005000,1,1.2,
Branin-Unfav,Knowledge Distillation,42,0.5,12,26,38,2500,2,14576148,22445000,188619284,65005000,1,1.26,
Branin-Unfav,Knowledge Distillation,42,0.7,17,36,53,2500,2,14933943,22445000,257242679,65005000,1,1.22,
Branin-Unfav,Knowledge Distillation,42,1.0,24,52,76,2500,2,15490296,22445000,363576568,65005000,1,1.23,
Branin-Unfav,Knowledge Distillation,43,0.1,2,5,7,2500,2,13959558,22445000,46368646,65005000,1,1.17,
Branin-Unfav,Knowledge Distillation,43,0.3,7,16,23,2500,2,14251353,22445000,120028889,65005000,1,1.15,
Branin-Unfav,Knowledge Distillation,43,0.5,12,26,38,2500,2,14576148,22445000,188619284,65005000,1,1.05,
Branin-Unfav,Knowledge Distillation,43,0.7,17,36,53,2500,2,14933943,22445000,257242679,65005000,1,1.22,
Branin-Unfav,Knowledge Distillation,43,1.0,24,52,76,2500,2,15490296,22445000,363576568,65005000,1,1.15,
Branin-Unfav,Domain Adaptation (MMD),42,0.1,2,5,7,2500,2,13959558,22445000,64023686,65005000,1,1.19,
Branin-Unfav,Domain Adaptation (MMD),42,0.3,7,16,23,2500,2,14251353,22445000,178045657,65005000,1,1.33,
Branin-Unfav,Domain Adaptation (MMD),42,0.5,12,26,38,2500,2,14576148,22445000,284480532,65005000,1,1.21,
Branin-Unfav,Domain Adaptation (MMD),42,0.7,17,36,53,2500,2,14933943,22445000,390948407,65005000,1,1.33,
Branin-Unfav,Domain Adaptation (MMD),42,1.0,24,52,76,2500,2,15490296,22445000,555299064,65005000,1,4.5,
Branin-Unfav,Domain Adaptation (MMD),43,0.1,2,5,7,2500,2,13959558,22445000,64023686,65005000,1,1.24,
Branin-Unfav,Domain Adaptation (MMD),43,0.3,7,16,23,2500,2,14251353,22445000,178045657,65005000,1,1.42,
Branin-Unfav,Domain Adaptation (MMD),43,0.5,12,26,38,2500,2,14576148,22445000,284480532,65005000,1,1.33,
Branin-Unfav,Domain Adaptation (MMD),43,0.7,17,36,53,2500,2,14933943,22445000,390948407,65005000,1,1.35,
Branin-Unfav,Domain Adaptation (MMD),43,1.0,24,52,76,2500,2,15490296,22445000,555299064,65005000,1,1.52,
Branin-Unfav,Soft Parameter Sharing,42,0.1,2,5,7,2500,2,13959558,22445000,60141446,65005000,1,1.4,
Branin-Unfav,Soft Parameter Sharing,42,0.3,7,16,23,2500,2,14251353,22445000,168233689,65005000,1,1.42,
Branin-Unfav,Soft Parameter Sharing,42,0.5,12,26,38,2500,2,14576148,22445000,271256084,65005000,1,1.58,
Branin-Unfav,Soft Parameter Sharing,42,0.7,17,36,53,2500,2,14933943,22445000,374311479,65005000,1,5.16,
Branin-Unfav,Soft Parameter Sharing,42,1.0,24,52,76,2500,2,15490296,22445000,528850168,65005000,1,1.33,
Branin-Unfav,Soft Parameter Sharing,43,0.1,2,5,7,2500,2,13959558,22445000,60141446,65005000,1,1.15,
Branin-Unfav,Soft Parameter Sharing,43,0.3,7,16,23,2500,2,14251353,22445000,168233689,65005000,1,1.19,
Branin-Unfav,Soft Parameter Sharing,43,0.5,12,26,38,2500,2,14576148,22445000,271256084,65005000,1,1.28,
Branin-Unfav,Soft Parameter Sharing,43,0.7,17,36,53,2500,2,14933943,22445000,374311479,65005000,1,1.18,
Branin-Unfav,Soft Parameter Sharing,43,1.0,24,52,76,2500,2,15490296,22445000,528850168,65005000,1,1.15,
Branin-Unfav,Pseudo-Labeling,42,0.1,2,5,7,2500,2,13959558,22445000,63580678,65005000,1,4.59,
Branin-Unfav,Pseudo-Labeling,42,0.3,7,16,23,2500,2,14251353,22445000,175112537,65005000,1,1.42,
Branin-Unfav,Pseudo-Labeling,42,0.5,12,26,38,2500,2,14576148,22445000,278135572,65005000,1,1.5,
Branin-Unfav,Pseudo-Labeling,42,0.7,17,36,53,2500,2,14933943,22445000,381191607,65005000,1,0.9,
Branin-Unfav,Pseudo-Labeling,42,1.0,24,52,76,2500,2,15490296,22445000,542609144,65005000,1,0.88,
Branin-Unfav,Pseudo-Labeling,43,0.1,2,5,7,2500,2,13959558,22445000,63580678,65005000,1,0.84,
Branin-Unfav,Pseudo-Labeling,43,0.3,7,16,23,2500,2,14251353,22445000,175112537,65005000,1,0.91,
Branin-Unfav,Pseudo-Labeling,43,0.5,12,26,38,2500,2,14576148,22445000,278135572,65005000,1,1.02,
Branin-Unfav,Pseudo-Labeling,43,0.7,17,36,53,2500,2,14933943,22445000,381191607,65005000,1,1.01,
Branin-Unfav,Pseudo-Labeling,43,1.0,24,52,76,2500,2,15490296,22445000,542609144,65005000,1,0.88,
Branin-Unfav,Adapter,42,0.1,2,5,7,2500,2,13959558,22445000,47401350,43885000,1,0.8,
Branin-Unfav,Adapter,42,0.3,7,16,23,2500,2,14251353,22445000,123643353,43885000,1,0.84,
Branin-Unfav,Adapter,42,0.5,12,26,38,2500,2,14576148,22445000,194815508,43885000,1,0.79,
Branin-Unfav,Adapter,42,0.7,17,36,53,2500,2,14933943,22445000,266020663,43885000,1,0.81,
Branin-Unfav,Adapter,42,1.0,24,52,76,2500,2,15490296,22445000,375969016,43885000,1,4.18,
Branin-Unfav,Adapter,43,0.1,2,5,7,2500,2,13959558,22445000,47401350,43885000,1,0.8,
Branin-Unfav,Adapter,43,0.3,7,16,23,2500,2,14251353,22445000,123643353,43885000,1,0.83,
Branin-Unfav,Adapter,43,0.5,12,26,38,2500,2,14576148,22445000,194815508,43885000,1,0.8,
Branin-Unfav,Adapter,43,0.7,17,36,53,2500,2,14933943,22445000,266020663,43885000,1,0.82,
Branin-Unfav,Adapter,43,1.0,24,52,76,2500,2,15490296,22445000,375969016,43885000,1,0.82,
Park-Fav,MFGP,42,0.1,2,26,28,256,4,0,0,4484480,4104576,1,0.55,
Park-Fav,MFGP,42,0.3,7,77,84,256,4,0,0,520803360,14835072,1,8.21,
Park-Fav,MFGP,42,0.5,12,128,140,256,4,0,0,950560800,28927360,1,3.41,
Park-Fav,MFGP,42,0.7,17,179,196,256,4,0,0,3526665632,46381440,1,5.73,
Park-Fav,MFGP,42,1.0,24,256,280,256,4,0,0,3149135872,68812800,1,2.34,
Park-Fav,MFGP,43,0.1,2,26,28,256,4,0,0,6013280,4104576,1,1.02,
Park-Fav,MFGP,43,0.3,7,77,84,256,4,0,0,394444512,14835072,1,4.59,
Park-Fav,MFGP,43,0.5,12,128,140,256,4,0,0,2574146400,28927360,1,11.65,
Park-Fav,MFGP,43,0.7,17,179,196,256,4,0,0,2846395104,46381440,1,3.39,
Park-Fav,MFGP,43,1.0,24,256,280,256,4,0,0,3149135872,68812800,1,1.74,
Park-Fav,NARGP,42,0.1,2,26,28,256,4,0,0,1841512,4032568,1,0.35,
Park-Fav,NARGP,42,0.3,7,77,84,256,4,0,0,197162966,14114478,1,1.5,
Park-Fav,NARGP,42,0.5,12,128,140,256,4,0,0,1629053952,26886112,1,3.91,
Park-Fav,NARGP,42,0.7,17,179,196,256,4,0,0,1829320594,42347470,1,1.64,
Park-Fav,NARGP,43,0.1,2,26,28,256,4,0,0,1963576,4032568,1,0.56,
Park-Fav,NARGP,43,0.3,7,77,84,256,4,0,0,185802022,14114478,1,1.53,
Park-Fav,NARGP,43,0.5,12,128,140,256,4,0,0,935440512,26886112,1,2.02,
Park-Fav,NARGP,43,0.7,17,179,196,256,4,0,0,2539884352,42347470,1,2.37,
Park-Fav,Sparse MFGP,42,0.1,2,26,28,256,4,0,0,328956000,2109928,1,9.9,
Park-Fav,Sparse MFGP,42,0.3,7,77,84,256,4,0,0,7699452000,9120680,1,13.93,
Park-Fav,Sparse MFGP,42,0.5,12,128,140,256,4,0,0,17595932000,12321832,1,13.13,
Park-Fav,Sparse MFGP,42,0.7,17,179,196,256,4,0,0,24373500000,12321832,1,10.94,
Park-Fav,Sparse MFGP,42,1.0,24,256,280,256,4,0,0,31774380000,12321832,1,13.21,
Park-Fav,Sparse MFGP,43,0.1,2,26,28,256,4,0,0,328956000,2109928,1,14.29,
Park-Fav,Sparse MFGP,43,0.3,7,77,84,256,4,0,0,7699452000,9120680,1,10.38,
Park-Fav,Sparse MFGP,43,0.5,12,128,140,256,4,0,0,17595932000,12321832,1,11.24,
Park-Fav,Sparse MFGP,43,0.7,17,179,196,256,4,0,0,24373500000,12321832,1,11.76,
Park-Fav,Sparse MFGP,43,1.0,24,256,280,256,4,0,0,31774380000,12321832,1,12.37,
Park-Fav,DKL Multi-Fidelity,42,0.1,2,26,28,256,4,0,0,511292000,10299088,1,10.8,
Park-Fav,DKL Multi-Fidelity,42,0.3,7,77,84,256,4,0,0,2328828000,20521552,1,9.83,
Park-Fav,DKL Multi-Fidelity,42,0.5,12,128,140,256,4,0,0,6084412000,31245776,1,17.52,
Park-Fav,DKL Multi-Fidelity,42,0.7,17,179,196,256,4,0,0,12831740000,42471760,1,13.42,
Park-Fav,DKL Multi-Fidelity,42,1.0,24,256,280,256,4,0,0,24578060000,55056400,1,13.16,
Park-Fav,DKL Multi-Fidelity,43,0.1,2,26,28,256,4,0,0,511292000,10299088,1,7.79,
Park-Fav,DKL Multi-Fidelity,43,0.3,7,77,84,256,4,0,0,2328828000,20521552,1,10.34,
Park-Fav,DKL Multi-Fidelity,43,0.5,12,128,140,256,4,0,0,6084412000,31245776,1,16.58,
Park-Fav,DKL Multi-Fidelity,43,0.7,17,179,196,256,4,0,0,12831740000,42471760,1,13.34,
Park-Fav,DKL Multi-Fidelity,43,1.0,24,256,280,256,4,0,0,24578060000,55056400,1,10.89,
Park-Fav,Sequential,42,0.1,2,26,28,256,4,13959558,2298368,156352134,6787584,1,1.22,
Park-Fav,Sequential,42,0.3,7,77,84,256,4,14251353,2298368,439748313,6787584,1,1.19,
Park-Fav,Sequential,42,0.5,12,128,140,256,4,14576148,2298368,723177492,6787584,1,1.21,
Park-Fav,Sequential,42,0.7,17,179,196,256,4,14933943,2298368,1006639671,6787584,1,1.1,
Park-Fav,Sequential,43,0.1,2,26,28,256,4,13959558,2298368,156352134,6787584,1,1.12,
Park-Fav,Sequential,43,0.3,7,77,84,256,4,14251353,2298368,439748313,6787584,1,1.17,
Park-Fav,Sequential,43,0.5,12,128,140,256,4,14576148,2298368,723177492,6787584,1,1.16,
Park-Fav,Sequential,43,0.7,17,179,196,256,4,14933943,2298368,1006639671,6787584,1,1.18,
Park-Fav,Curriculum,42,0.1,2,26,28,256,4,13959558,2298368,163384198,6787584,1,1.51,
Park-Fav,Curriculum,42,0.3,7,77,84,256,4,14251353,2298368,439424345,6787584,1,5.34,
Park-Fav,Curriculum,42,0.5,12,128,140,256,4,14576148,2298368,721775380,6787584,1,1.33,
Park-Fav,Curriculum,42,0.7,17,179,196,256,4,14933943,2298368,1004790711,6787584,1,1.76,
Park-Fav,Curriculum,43,0.1,2,26,28,256,4,13959558,2298368,163384198,6787584,1,1.49,
Park-Fav,Curriculum,43,0.3,7,77,84,256,4,14251353,2298368,439424345,6787584,1,1.52,
Park-Fav,Curriculum,43,0.5,12,128,140,256,4,14576148,2298368,721775380,6787584,1,1.47,
Park-Fav,Curriculum,43,0.7,17,179,196,256,4,14933943,2298368,1004790711,6787584,1,1.01,
Park-Fav,DNGO-Gradient,42,0.1,2,26,28,256,4,13959558,2298368,248614534,6787584,1,1.52,
Park-Fav,DNGO-Gradient,42,0.3,7,77,84,256,4,14251353,2298368,726289113,6787584,1,1.67,
Park-Fav,DNGO-Gradient,42,0.5,12,128,140,256,4,14576148,2298368,1203996692,6787584,1,5.22,
Park-Fav,DNGO-Gradient,42,0.7,17,179,196,256,4,14933943,2298368,1681737271,6787584,1,1.74,
Park-Fav,DNGO-Gradient,43,0.1,2,26,28,256,4,13959558,2298368,248614534,6787584,1,2.35,
Park-Fav,DNGO-Gradient,43,0.3,7,77,84,256,4,14251353,2298368,726289113,6787584,1,6.26,
Park-Fav,DNGO-Gradient,43,0.5,12,128,140,256,4,14576148,2298368,1203996692,6787584,1,2.62,
Park-Fav,DNGO-Gradient,43,0.7,17,179,196,256,4,14933943,2298368,1681737271,6787584,1,1.75,
Park-Fav,Progressive,42,0.1,2,26,28,256,4,13959558,2298368,86195334,6787584,1,0.43,
Park-Fav,Progressive,42,0.3,7,77,84,256,4,14251353,2298368,230577113,6787584,1,0.46,
Park-Fav,Progressive,42,0.5,12,128,140,256,4,14576148,2298368,374991892,6787584,1,0.55,
Park-Fav,Progressive,42,0.7,17,179,196,256,4,14933943,2298368,519439671,6787584,1,0.7,
Park-Fav,Progressive,43,0.1,2,26,28,256,4,13959558,2298368,86195334,6787584,1,0.63,
Park-Fav,Progressive,43,0.3,7,77,84,256,4,14251353,2298368,230577113,6787584,1,0.67,
Park-Fav,Progressive,43,0.5,12,128,140,256,4,14576148,2298368,374991892,6787584,1,0.73,
Park-Fav,Progressive,43,0.7,17,179,196,256,4,14933943,2298368,519439671,6787584,1,0.44,
Park-Fav,Two-Stage Joint,42,0.1,2,26,28,256,4,13959558,2298368,160136838,6787584,1,0.71,
Park-Fav,Two-Stage Joint,42,0.3,7,77,84,256,4,14251353,2298368,452872921,6787584,1,0.8,
Park-Fav,Two-Stage Joint,42,0.5,12,128,140,256,4,14576148,2298368,745642004,6787584,1,4.57,
Park-Fav,Two-Stage Joint,42,0.7,17,179,196,256,4,14933943,2298368,1038444087,6787584,1,0.98,
Park-Fav,Two-Stage Joint,43,0.1,2,26,28,256,4,13959558,2298368,160136838,6787584,1,0.96,
Park-Fav,Two-Stage Joint,43,0.3,7,77,84,256,4,14251353,2298368,452872921,6787584,1,1.01,
Park-Fav,Two-Stage Joint,43,0.5,12,128,140,256,4,14576148,2298368,745642004,6787584,1,0.99,
Park-Fav,Two-Stage Joint,43,0.7,17,179,196,256,4,14933943,2298368,1038444087,6787584,1,1.15,
Park-Fav,DNGO-Joint,42,0.1,2,26,28,256,4,13959558,2298368,237939334,6787584,1,1.63,
Park-Fav,DNGO-Joint,42,0.3,7,77,84,256,4,14251353,2298368,688925913,6787584,1,1.81,
Park-Fav,DNGO-Joint,42,0.5,12,128,140,256,4,14576148,2298368,1139945492,6787584,1,1.73,
Park-Fav,DNGO-Joint,42,0.7,17,179,196,256,4,14933943,2298368,1590998071,6787584,1,5.67,
Park-Fav,DNGO-Joint,43,0.1,2,26,28,256,4,13959558,2298368,237939334,6787584,1,2.17,
Park-Fav,DNGO-Joint,43,0.3,7,77,84,256,4,14251353,2298368,688925913,6787584,1,2.2,
Park-Fav,DNGO-Joint,43,0.5,12,128,140,256,4,14576148,2298368,1139945492,6787584,1,2.19,
Park-Fav,DNGO-Joint,43,0.7,17,179,196,256,4,14933943,2298368,1590998071,6787584,1,2.33,
Park-Fav,Knowledge Distillation,42,0.1,2,26,28,256,4,13959558,2298368,156352134,6787584,1,1.12,
Park-Fav,Knowledge Distillation,42,0.3,7,77,84,256,4,14251353,2298368,439748313,6787584,1,1.18,
Park-Fav,Knowledge Distillation,42,0.5,12,128,140,256,4,14576148,2298368,723177492,6787584,1,1.19,
Park-Fav,Knowledge Distillation,42,0.7,17,179,196,256,4,14933943,2298368,1006639671,6787584,1,1.29,
Park-Fav,Knowledge Distillation,43,0.1,2,26,28,256,4,13959558,2298368,156352134,6787584,1,1.1,
Park-Fav,Knowledge Distillation,43,0.3,7,77,84,256,4,14251353,2298368,439748313,6787584,1,1.15,
Park-Fav,Knowledge Distillation,43,0.5,12,128,140,256,4,14576148,2298368,723177492,6787584,1,1.27,
Park-Fav,Knowledge Distillation,43,0.7,17,179,196,256,4,14933943,2298368,1006639671,6787584,1,1.29,
Park-Fav,Domain Adaptation (MMD),42,0.1,2,26,28,256,4,13959558,2298368,228309638,6787584,1,5.53,
Park-Fav,Domain Adaptation (MMD),42,0.3,7,77,84,256,4,14251353,2298368,655637721,6787584,1,1.95,
Park-Fav,Domain Adaptation (MMD),42,0.5,12,128,140,256,4,14576148,2298368,1082998804,6787584,1,1.79,
Park-Fav,Domain Adaptation (MMD),42,0.7,17,179,196,256,4,14933943,2298368,1510392887,6787584,1,1.83,
Park-Fav,Domain Adaptation (MMD),43,0.1,2,26,28,256,4,13959558,2298368,228309638,6787584,1,1.68,
Park-Fav,Domain Adaptation (MMD),43,0.3,7,77,84,256,4,14251353,2298368,655637721,6787584,1,1.8,
Park-Fav,Domain Adaptation (MMD),43,0.5,12,128,140,256,4,14576148,2298368,1082998804,6787584,1,1.82,
Park-Fav,Domain Adaptation (MMD),43,0.7,17,179,196,256,4,14933943,2298368,1510392887,6787584,1,1.84,
Park-Fav,Soft Parameter Sharing,42,0.1,2,26,28,256,4,13959558,2298368,170483334,6787584,1,1.98,
Park-Fav,Soft Parameter Sharing,42,0.3,7,77,84,256,4,14251353,2298368,489207513,6787584,1,1.91,
Park-Fav,Soft Parameter Sharing,42,0.5,12,128,140,256,4,14576148,2298368,807964692,6787584,1,1.89,
Park-Fav,Soft Parameter Sharing,42,0.7,17,179,196,256,4,14933943,2298368,1126754871,6787584,1,6.3,
Park-Fav,Soft Parameter Sharing,43,0.1,2,26,28,256,4,13959558,2298368,170483334,6787584,1,2.01,
Park-Fav,Soft Parameter Sharing,43,0.3,7,77,84,256,4,14251353,2298368,489207513,6787584,1,2.03,
Park-Fav,Soft Parameter Sharing,43,0.5,12,128,140,256,4,14576148,2298368,807964692,6787584,1,2.1,
Park-Fav,Soft Parameter Sharing,43,0.7,17,179,196,256,4,14933943,2298368,1126754871,6787584,1,2.06,
Park-Fav,Pseudo-Labeling,42,0.1,2,26,28,256,4,13959558,2298368,247786630,6787584,1,1.37,
Park-Fav,Pseudo-Labeling,42,0.3,7,77,84,256,4,14251353,2298368,710544601,6787584,1,1.41,
Park-Fav,Pseudo-Labeling,42,0.5,12,128,140,256,4,14576148,2298368,1173335572,6787584,1,1.51,
Park-Fav,Pseudo-Labeling,42,0.7,17,179,196,256,4,14933943,2298368,1636159543,6787584,1,1.45,
Park-Fav,Pseudo-Labeling,43,0.1,2,26,28,256,4,13959558,2298368,247786630,6787584,1,1.35,
Park-Fav,Pseudo-Labeling,43,0.3,7,77,84,256,4,14251353,2298368,710544601,6787584,1,1.35,
Park-Fav,Pseudo-Labeling,43,0.5,12,128,140,256,4,14576148,2298368,1173335572,6787584,1,0.94,
Park-Fav,Pseudo-Labeling,43,0.7,17,179,196,256,4,14933943,2298368,1636159543,6787584,1,1.29,
Park-Fav,Adapter,42,0.1,2,26,28,256,4,13959558,2298368,157281926,4559360,1,0.76,
Park-Fav,Adapter,42,0.3,7,77,84,256,4,14251353,2298368,443002585,4559360,1,0.81,
Park-Fav,Adapter,42,0.5,12,128,140,256,4,14576148,2298368,728756244,4559360,1,0.98,
Park-Fav,Adapter,42,0.7,17,179,196,256,4,14933943,2298368,1014542903,4559360,1,1.23,
Park-Fav,Adapter,43,0.1,2,26,28,256,4,13959558,2298368,157281926,4559360,1,1.23,
Park-Fav,Adapter,43,0.3,7,77,84,256,4,14251353,2298368,443002585,4559360,1,1.3,
Park-Fav,Adapter,43,0.5,12,128,140,256,4,14576148,2298368,728756244,4559360,1,1.34,
Park-Fav,Adapter,43,0.7,17,179,196,256,4,14933943,2298368,1014542903,4559360,1,1.32,
Park-Unfav,MFGP,42,0.1,2,5,7,256,4,0,0,99176,947352,1,0.23,
Park-Unfav,MFGP,42,0.3,7,16,23,256,4,0,0,2221800,3309976,1,0.37,
Park-Unfav,MFGP,42,0.5,12,26,38,256,4,0,0,16245000,5774176,1,0.91,
Park-Unfav,MFGP,42,0.7,17,36,53,256,4,0,0,83427300,8479576,1,2.86,
Park-Unfav,MFGP,42,1.0,24,52,76,256,4,0,0,435995584,13096320,1,8.67,
Park-Unfav,MFGP,43,0.1,2,5,7,256,4,0,0,99176,947352,1,0.25,
Park-Unfav,MFGP,43,0.3,7,16,23,256,4,0,0,1587000,3309976,1,0.28,
Park-Unfav,MFGP,43,0.5,12,26,38,256,4,0,0,18194400,5774176,1,1.1,
Park-Unfav,MFGP,43,0.7,17,36,53,256,4,0,0,70281180,8479576,1,1.93,
Park-Unfav,MFGP,43,1.0,24,52,76,256,4,0,0,227135424,13096320,1,2.74,
Park-Unfav,NARGP,42,0.1,2,5,7,256,4,0,0,28588,935992,1,0.31,
Park-Unfav,NARGP,42,0.3,7,16,23,256,4,0,0,574706,3183278,1,0.34,
Park-Unfav,NARGP,42,0.5,12,26,38,256,4,0,0,3650736,5422048,1,0.54,
Park-Unfav,NARGP,42,0.7,17,36,53,256,4,0,0,9311508,7789518,1,0.57,
Park-Unfav,NARGP,42,1.0,24,52,76,256,4,0,0,43785920,11687808,1,0.95,
Park-Unfav,NARGP,43,0.1,2,5,7,256,4,0,0,27388,935992,1,0.31,
Park-Unfav,NARGP,43,0.3,7,16,23,256,4,0,0,399216,3183278,1,0.26,
Park-Unfav,NARGP,43,0.5,12,26,38,256,4,0,0,3397584,5422048,1,0.52,
Park-Unfav,NARGP,43,0.7,17,36,53,256,4,0,0,11472450,7789518,1,0.72,
Park-Unfav,NARGP,43,1.0,24,52,76,256,4,0,0,42779968,11687808,1,0.99,
Park-Unfav,Sparse MFGP,42,0.1,2,5,7,256,4,0,0,8307000,1162576,1,16.21,
Park-Unfav,Sparse MFGP,42,0.3,7,16,23,256,4,0,0,190291000,1801168,1,11.17,
Park-Unfav,Sparse MFGP,42,0.5,12,26,38,256,4,0,0,778936000,2883448,1,10.95,
Park-Unfav,Sparse MFGP,42,0.7,17,36,53,256,4,0,0,2020531000,4433728,1,9.85,
Park-Unfav,Sparse MFGP,42,1.0,24,52,76,256,4,0,0,5748348000,7719784,1,9.95,
Park-Unfav,Sparse MFGP,43,0.1,2,5,7,256,4,0,0,8307000,1162576,1,12.31,
Park-Unfav,Sparse MFGP,43,0.3,7,16,23,256,4,0,0,190291000,1801168,1,12.7,
Park-Unfav,Sparse MFGP,43,0.5,12,26,38,256,4,0,0,778936000,2883448,1,9.57,
Park-Unfav,Sparse MFGP,43,0.7,17,36,53,256,4,0,0,2020531000,4433728,1,9.66,
Park-Unfav,Sparse MFGP,43,1.0,24,52,76,256,4,0,0,5748348000,7719784,1,10.08,
Park-Unfav,DKL Multi-Fidelity,42,0.1,2,5,7,256,4,0,0,114308000,6595024,1,10.4,
Park-Unfav,DKL Multi-Fidelity,42,0.3,7,16,23,256,4,0,0,407572000,9410768,1,12.8,
Park-Unfav,DKL Multi-Fidelity,42,0.5,12,26,38,256,4,0,0,740632000,12087728,1,13.0,
Park-Unfav,DKL Multi-Fidelity,42,0.7,17,36,53,256,4,0,0,1150642000,14800688,1,13.2,
Park-Unfav,DKL Multi-Fidelity,42,1.0,24,52,76,256,4,0,0,1975100000,19030480,1,16.97,
Park-Unfav,DKL Multi-Fidelity,43,0.1,2,5,7,256,4,0,0,114308000,6595024,1,11.76,
Park-Unfav,DKL Multi-Fidelity,43,0.3,7,16,23,256,4,0,0,407572000,9410768,1,12.82,
Park-Unfav,DKL Multi-Fidelity,43,0.5,12,26,38,256,4,0,0,740632000,12087728,1,12.78,
Park-Unfav,DKL Multi-Fidelity,43,0.7,17,36,53,256,4,0,0,1150642000,14800688,1,9.23,
Park-Unfav,DKL Multi-Fidelity,43,1.0,24,52,76,256,4,0,0,1975100000,19030480,1,9.42,
Park-Unfav,Sequential,42,0.1,2,5,7,256,4,13959558,2298368,47036550,6787584,1,0.72,
Park-Unfav,Sequential,42,0.3,7,16,23,256,4,14251353,2298368,122212569,6787584,1,0.77,
Park-Unfav,Sequential,42,0.5,12,26,38,256,4,14576148,2298368,192216084,6787584,1,0.77,
Park-Unfav,Sequential,42,0.7,17,36,53,256,4,14933943,2298368,262252599,6787584,1,0.77,
Park-Unfav,Sequential,42,1.0,24,52,76,256,4,15490296,2298368,370770168,6787584,1,0.7,
Park-Unfav,Sequential,43,0.1,2,5,7,256,4,13959558,2298368,47036550,6787584,1,5.91,
Park-Unfav,Sequential,43,0.3,7,16,23,256,4,14251353,2298368,122212569,6787584,1,1.24,
Park-Unfav,Sequential,43,0.5,12,26,38,256,4,14576148,2298368,192216084,6787584,1,0.72,
Park-Unfav,Sequential,43,0.7,17,36,53,256,4,14933943,2298368,262252599,6787584,1,0.75,
Park-Unfav,Sequential,43,1.0,24,52,76,256,4,15490296,2298368,370770168,6787584,1,0.79,
Park-Unfav,Curriculum,42,0.1,2,5,7,256,4,13959558,2298368,54068614,6787584,1,0.97,
Park-Unfav,Curriculum,42,0.3,7,16,23,256,4,14251353,2298368,121888601,6787584,1,0.99,
Park-Unfav,Curriculum,42,0.5,12,26,38,256,4,14576148,2298368,190813972,6787584,1,1.0,
Park-Unfav,Curriculum,42,0.7,17,36,53,256,4,14933943,2298368,260403639,6787584,1,1.03,
Park-Unfav,Curriculum,42,1.0,24,52,76,256,4,15490296,2298368,368877816,6787584,1,1.08,
Park-Unfav,Curriculum,43,0.1,2,5,7,256,4,13959558,2298368,54068614,6787584,1,1.02,
Park-Unfav,Curriculum,43,0.3,7,16,23,256,4,14251353,2298368,121888601,6787584,1,1.05,
Park-Unfav,Curriculum,43,0.5,12,26,38,256,4,14576148,2298368,190813972,6787584,1,0.96,
Park-Unfav,Curriculum,43,0.7,17,36,53,256,4,14933943,2298368,260403639,6787584,1,1.01,
Park-Unfav,Curriculum,43,1.0,24,52,76,256,4,15490296,2298368,368877816,6787584,1,1.34,
Park-Unfav,DNGO-Gradient,42,0.1,2,5,7,256,4,13959558,2298368,84732550,6787584,1,2.25,
Park-Unfav,DNGO-Gradient,42,0.3,7,16,23,256,4,14251353,2298368,250250969,6787584,1,2.51,
Park-Unfav,DNGO-Gradient,42,0.5,12,26,38,256,4,14576148,2298368,407998484,6787584,1,8.35,
Park-Unfav,DNGO-Gradient,42,0.7,17,36,53,256,4,14933943,2298368,565778999,6787584,1,2.94,
Park-Unfav,DNGO-Gradient,42,1.0,24,52,76,256,4,15490296,2298368,802334968,6787584,1,1.93,
Park-Unfav,DNGO-Gradient,43,0.1,2,5,7,256,4,13959558,2298368,84732550,6787584,1,2.45,
Park-Unfav,DNGO-Gradient,43,0.3,7,16,23,256,4,14251353,2298368,250250969,6787584,1,2.33,
Park-Unfav,DNGO-Gradient,43,0.5,12,26,38,256,4,14576148,2298368,407998484,6787584,1,2.37,
Park-Unfav,DNGO-Gradient,43,0.7,17,36,53,256,4,14933943,2298368,565778999,6787584,1,7.64,
Park-Unfav,DNGO-Gradient,43,1.0,24,52,76,256,4,15490296,2298368,802334968,6787584,1,2.45,
Park-Unfav,Progressive,42,0.1,2,5,7,256,4,13959558,2298368,31446150,6787584,1,0.55,
Park-Unfav,Progressive,42,0.3,7,16,23,256,4,14251353,2298368,71543769,6787584,1,0.56,
Park-Unfav,Progressive,42,0.5,12,26,38,256,4,14576148,2298368,109067284,6787584,1,0.73,
