benchmark,model,seed,fraction,n_hf,n_lf,n_train,pool,dim,numpy_fit_flops,numpy_predict_flops,fit_flops,predict_flops,ok,elapsed,err
Park-Unfav,Progressive,42,0.7,17,36,53,256,4,14933943,2298368,146623799,6787584,1,0.7,
Park-Unfav,Progressive,42,1.0,24,52,76,256,4,15490296,2298368,204472568,6787584,1,0.66,
Park-Unfav,Progressive,43,0.1,2,5,7,256,4,13959558,2298368,31446150,6787584,1,0.65,
Park-Unfav,Progressive,43,0.3,7,16,23,256,4,14251353,2298368,71543769,6787584,1,0.76,
Park-Unfav,Progressive,43,0.5,12,26,38,256,4,14576148,2298368,109067284,6787584,1,0.54,
Park-Unfav,Progressive,43,0.7,17,36,53,256,4,14933943,2298368,146623799,6787584,1,0.51,
Park-Unfav,Progressive,43,1.0,24,52,76,256,4,15490296,2298368,204472568,6787584,1,0.53,
Park-Unfav,Two-Stage Joint,42,0.1,2,5,7,256,4,13959558,2298368,50638470,6787584,1,1.01,
Park-Unfav,Two-Stage Joint,42,0.3,7,16,23,256,4,14251353,2298368,134806233,6787584,1,1.02,
Park-Unfav,Two-Stage Joint,42,0.5,12,26,38,256,4,14576148,2298368,213792788,6787584,1,1.17,
Park-Unfav,Two-Stage Joint,42,0.7,17,36,53,256,4,14933943,2298368,292812343,6787584,1,1.13,
Park-Unfav,Two-Stage Joint,42,1.0,24,52,76,256,4,15490296,2298368,413923576,6787584,1,1.13,
Park-Unfav,Two-Stage Joint,43,0.1,2,5,7,256,4,13959558,2298368,50638470,6787584,1,1.1,
Park-Unfav,Two-Stage Joint,43,0.3,7,16,23,256,4,14251353,2298368,134806233,6787584,1,1.22,
Park-Unfav,Two-Stage Joint,43,0.5,12,26,38,256,4,14576148,2298368,213792788,6787584,1,1.26,
Park-Unfav,Two-Stage Joint,43,0.7,17,36,53,256,4,14933943,2298368,292812343,6787584,1,1.29,
Park-Unfav,Two-Stage Joint,43,1.0,24,52,76,256,4,15490296,2298368,413923576,6787584,1,1.31,
Park-Unfav,DNGO-Joint,42,0.1,2,5,7,256,4,13959558,2298368,74057350,6787584,1,8.04,
Park-Unfav,DNGO-Joint,42,0.3,7,16,23,256,4,14251353,2298368,212887769,6787584,1,2.4,
Park-Unfav,DNGO-Joint,42,0.5,12,26,38,256,4,14576148,2298368,343947284,6787584,1,2.46,
Park-Unfav,DNGO-Joint,42,0.7,17,36,53,256,4,14933943,2298368,475039799,6787584,1,2.54,
Park-Unfav,DNGO-Joint,42,1.0,24,52,76,256,4,15490296,2298368,674232568,6787584,1,2.61,
Park-Unfav,DNGO-Joint,43,0.1,2,5,7,256,4,13959558,2298368,74057350,6787584,1,2.44,
Park-Unfav,DNGO-Joint,43,0.3,7,16,23,256,4,14251353,2298368,212887769,6787584,1,2.44,
Park-Unfav,DNGO-Joint,43,0.5,12,26,38,256,4,14576148,2298368,343947284,6787584,1,2.5,
Park-Unfav,DNGO-Joint,43,0.7,17,36,53,256,4,14933943,2298368,475039799,6787584,1,2.42,
Park-Unfav,DNGO-Joint,43,1.0,24,52,76,256,4,15490296,2298368,674232568,6787584,1,2.15,
Park-Unfav,Knowledge Distillation,42,0.1,2,5,7,256,4,13959558,2298368,47036550,6787584,1,0.73,
Park-Unfav,Knowledge Distillation,42,0.3,7,16,23,256,4,14251353,2298368,122212569,6787584,1,0.85,
Park-Unfav,Knowledge Distillation,42,0.5,12,26,38,256,4,14576148,2298368,192216084,6787584,1,0.81,
Park-Unfav,Knowledge Distillation,42,0.7,17,36,53,256,4,14933943,2298368,262252599,6787584,1,0.79,
Park-Unfav,Knowledge Distillation,42,1.0,24,52,76,256,4,15490296,2298368,370770168,6787584,1,0.83,
Park-Unfav,Knowledge Distillation,43,0.1,2,5,7,256,4,13959558,2298368,47036550,6787584,1,0.79,
Park-Unfav,Knowledge Distillation,43,0.3,7,16,23,256,4,14251353,2298368,122212569,6787584,1,0.75,
Park-Unfav,Knowledge Distillation,43,0.5,12,26,38,256,4,14576148,2298368,192216084,6787584,1,6.62,
Park-Unfav,Knowledge Distillation,43,0.7,17,36,53,256,4,14933943,2298368,262252599,6787584,1,0.8,
Park-Unfav,Knowledge Distillation,43,1.0,24,52,76,256,4,15490296,2298368,370770168,6787584,1,0.89,
Park-Unfav,Domain Adaptation (MMD),42,0.1,2,5,7,256,4,13959558,2298368,65051270,6787584,1,1.31,
Park-Unfav,Domain Adaptation (MMD),42,0.3,7,16,23,256,4,14251353,2298368,181411033,6787584,1,1.21,
Park-Unfav,Domain Adaptation (MMD),42,0.5,12,26,38,256,4,14576148,2298368,290029588,6787584,1,1.26,
Park-Unfav,Domain Adaptation (MMD),42,0.7,17,36,53,256,4,14933943,2298368,398681143,6787584,1,1.36,
Park-Unfav,Domain Adaptation (MMD),42,1.0,24,52,76,256,4,15490296,2298368,566397176,6787584,1,1.28,
Park-Unfav,Domain Adaptation (MMD),43,0.1,2,5,7,256,4,13959558,2298368,65051270,6787584,1,1.16,
Park-Unfav,Domain Adaptation (MMD),43,0.3,7,16,23,256,4,14251353,2298368,181411033,6787584,1,1.26,
Park-Unfav,Domain Adaptation (MMD),43,0.5,12,26,38,256,4,14576148,2298368,290029588,6787584,1,1.21,
Park-Unfav,Domain Adaptation (MMD),43,0.7,17,36,53,256,4,14933943,2298368,398681143,6787584,1,1.22,
Park-Unfav,Domain Adaptation (MMD),43,1.0,24,52,76,256,4,15490296,2298368,566397176,6787584,1,1.36,
Park-Unfav,Soft Parameter Sharing,42,0.1,2,5,7,256,4,13959558,2298368,61167750,6787584,1,1.24,
Park-Unfav,Soft Parameter Sharing,42,0.3,7,16,23,256,4,14251353,2298368,171671769,6787584,1,1.26,
Park-Unfav,Soft Parameter Sharing,42,0.5,12,26,38,256,4,14576148,2298368,277003284,6787584,1,1.3,
Park-Unfav,Soft Parameter Sharing,42,0.7,17,36,53,256,4,14933943,2298368,382367799,6787584,1,1.21,
Park-Unfav,Soft Parameter Sharing,42,1.0,24,52,76,256,4,15490296,2298368,540344568,6787584,1,7.04,
Park-Unfav,Soft Parameter Sharing,43,0.1,2,5,7,256,4,13959558,2298368,61167750,6787584,1,1.26,
Park-Unfav,Soft Parameter Sharing,43,0.3,7,16,23,256,4,14251353,2298368,171671769,6787584,1,1.34,
Park-Unfav,Soft Parameter Sharing,43,0.5,12,26,38,256,4,14576148,2298368,277003284,6787584,1,1.29,
Park-Unfav,Soft Parameter Sharing,43,0.7,17,36,53,256,4,14933943,2298368,382367799,6787584,1,1.29,
Park-Unfav,Soft Parameter Sharing,43,1.0,24,52,76,256,4,15490296,2298368,540344568,6787584,1,2.03,
Park-Unfav,Pseudo-Labeling,42,0.1,2,5,7,256,4,13959558,2298368,64634374,6787584,1,1.22,
Park-Unfav,Pseudo-Labeling,42,0.3,7,16,23,256,4,14251353,2298368,178530905,6787584,1,1.3,
Park-Unfav,Pseudo-Labeling,42,0.5,12,26,38,256,4,14576148,2298368,283738900,6787584,1,1.28,
Park-Unfav,Pseudo-Labeling,42,0.7,17,36,53,256,4,14933943,2298368,388979895,6787584,1,1.23,
Park-Unfav,Pseudo-Labeling,42,1.0,24,52,76,256,4,15490296,2298368,553815800,6787584,1,1.5,
Park-Unfav,Pseudo-Labeling,43,0.1,2,5,7,256,4,13959558,2298368,64634374,6787584,1,1.5,
Park-Unfav,Pseudo-Labeling,43,0.3,7,16,23,256,4,14251353,2298368,178530905,6787584,1,1.48,
Park-Unfav,Pseudo-Labeling,43,0.5,12,26,38,256,4,14576148,2298368,283738900,6787584,1,1.49,
Park-Unfav,Pseudo-Labeling,43,0.7,17,36,53,256,4,14933943,2298368,388979895,6787584,1,1.52,
Park-Unfav,Pseudo-Labeling,43,1.0,24,52,76,256,4,15490296,2298368,553815800,6787584,1,1.51,
Park-Unfav,Adapter,42,0.1,2,5,7,256,4,13959558,2298368,47966342,4559360,1,1.34,
Park-Unfav,Adapter,42,0.3,7,16,23,256,4,14251353,2298368,125466841,4559360,1,7.67,
Park-Unfav,Adapter,42,0.5,12,26,38,256,4,14576148,2298368,197794836,4559360,1,1.47,
Park-Unfav,Adapter,42,0.7,17,36,53,256,4,14933943,2298368,270155831,4559360,1,0.85,
Park-Unfav,Adapter,42,1.0,24,52,76,256,4,15490296,2298368,381927672,4559360,1,0.83,
Park-Unfav,Adapter,43,0.1,2,5,7,256,4,13959558,2298368,47966342,4559360,1,0.83,
Park-Unfav,Adapter,43,0.3,7,16,23,256,4,14251353,2298368,125466841,4559360,1,0.91,
Park-Unfav,Adapter,43,0.5,12,26,38,256,4,14576148,2298368,197794836,4559360,1,0.85,
Park-Unfav,Adapter,43,0.7,17,36,53,256,4,14933943,2298368,270155831,4559360,1,0.85,
Park-Unfav,Adapter,43,1.0,24,52,76,256,4,15490296,2298368,381927672,4559360,1,0.86,
COFs,MFGP,42,0.1,2,23,25,608,14,0,0,6557500,19313600,1,0.55,
COFs,MFGP,42,0.3,4,69,73,608,14,0,0,61603240,60880832,1,0.46,
COFs,MFGP,42,0.5,8,115,123,608,14,0,0,951916680,110452032,1,2.7,
COFs,MFGP,42,0.7,10,161,171,608,14,0,0,2225590992,164061504,1,4.09,
COFs,MFGP,42,1.0,15,230,245,608,14,0,0,8868333600,258265280,1,7.36,
COFs,MFGP,43,0.1,2,23,25,608,14,0,0,5947500,19313600,1,0.48,
COFs,MFGP,43,0.3,4,69,73,608,14,0,0,137701360,60880832,1,1.1,
COFs,MFGP,43,0.5,8,115,123,608,14,0,0,925289640,110452032,1,2.56,
COFs,MFGP,43,0.7,10,161,171,608,14,0,0,4137718464,164061504,1,8.03,
COFs,MFGP,43,1.0,15,230,245,608,14,0,0,10469560500,258265280,1,9.28,
COFs,NARGP,42,0.1,2,23,25,608,14,0,0,1628952,19161864,1,0.42,
COFs,NARGP,42,0.3,4,69,73,608,14,0,0,21573780,59869088,1,0.36,
COFs,NARGP,42,0.5,8,115,123,608,14,0,0,222009720,107248512,1,0.78,
COFs,NARGP,42,0.7,10,161,171,608,14,0,0,458939752,158277960,1,0.77,
COFs,NARGP,42,1.0,15,230,245,608,14,0,0,1243968650,246040930,1,0.87,
COFs,NARGP,43,0.1,2,23,25,608,14,0,0,1703832,19161864,1,0.38,
COFs,NARGP,43,0.3,4,69,73,608,14,0,0,27188176,59869088,1,0.39,
COFs,NARGP,43,0.5,8,115,123,608,14,0,0,209019360,107248512,1,0.73,
COFs,NARGP,43,0.7,10,161,171,608,14,0,0,633042072,158277960,1,0.95,
COFs,NARGP,43,1.0,15,230,245,608,14,0,0,1834151750,246040930,1,1.25,
COFs,Sparse MFGP,42,0.1,2,23,25,608,14,0,0,314787000,15980276,1,12.45,
COFs,Sparse MFGP,42,0.3,4,69,73,608,14,0,0,5751171000,29749748,1,10.85,
COFs,Sparse MFGP,42,0.5,8,115,123,608,14,0,0,17055146000,42492776,1,11.15,
COFs,Sparse MFGP,42,0.7,10,161,171,608,14,0,0,23535530000,42492776,1,11.59,
COFs,Sparse MFGP,42,1.0,15,230,245,608,14,0,0,33977522000,42492776,1,11.84,
COFs,Sparse MFGP,43,0.1,2,23,25,608,14,0,0,314787000,15980276,1,10.28,
COFs,Sparse MFGP,43,0.3,4,69,73,608,14,0,0,5751171000,29749748,1,13.91,
COFs,Sparse MFGP,43,0.5,8,115,123,608,14,0,0,17055146000,42492776,1,14.38,
COFs,Sparse MFGP,43,0.7,10,161,171,608,14,0,0,23535530000,42492776,1,14.45,
COFs,Sparse MFGP,43,1.0,15,230,245,608,14,0,0,33977522000,42492776,1,14.79,
COFs,DKL Multi-Fidelity,42,0.1,2,23,25,608,14,0,0,480262000,42488496,1,17.8,
COFs,DKL Multi-Fidelity,42,0.3,4,69,73,608,14,0,0,1945462000,81901488,1,12.38,
COFs,DKL Multi-Fidelity,42,0.5,8,115,123,608,14,0,0,4833912000,123348688,1,13.3,
COFs,DKL Multi-Fidelity,42,0.7,10,161,171,608,14,0,0,9601320000,163514320,1,12.5,
COFs,DKL Multi-Fidelity,42,1.0,15,230,245,608,14,0,0,22331762000,226158576,1,10.46,
COFs,DKL Multi-Fidelity,43,0.1,2,23,25,608,14,0,0,480262000,42488496,1,9.02,
COFs,DKL Multi-Fidelity,43,0.3,4,69,73,608,14,0,0,1945462000,81901488,1,9.66,
COFs,DKL Multi-Fidelity,43,0.5,8,115,123,608,14,0,0,4833912000,123348688,1,10.16,
COFs,DKL Multi-Fidelity,43,0.7,10,161,171,608,14,0,0,9601320000,163514320,1,12.87,
COFs,DKL Multi-Fidelity,43,1.0,15,230,245,608,14,0,0,22331762000,226158576,1,19.84,
COFs,Sequential,42,0.1,2,23,25,608,14,13959558,5458624,153314182,17676992,1,0.78,
COFs,Sequential,42,0.3,4,69,73,608,14,14072316,5458624,424313596,17676992,1,0.89,
COFs,Sequential,42,0.5,8,115,123,608,14,14313672,5458624,703264200,17676992,1,1.33,
COFs,Sequential,42,0.7,10,161,171,608,14,14442270,5458624,974279454,17676992,1,1.43,
COFs,Sequential,42,1.0,15,230,245,608,14,14786865,5458624,1388776625,17676992,1,1.12,
COFs,Sequential,43,0.1,2,23,25,608,14,13959558,5458624,153314182,17676992,1,0.82,
COFs,Sequential,43,0.3,4,69,73,608,14,14072316,5458624,424313596,17676992,1,0.73,
COFs,Sequential,43,0.5,8,115,123,608,14,14313672,5458624,703264200,17676992,1,0.94,
COFs,Sequential,43,0.7,10,161,171,608,14,14442270,5458624,974279454,17676992,1,0.81,
COFs,Sequential,43,1.0,15,230,245,608,14,14786865,5458624,1388776625,17676992,1,0.83,
COFs,Curriculum,42,0.1,2,23,25,608,14,13959558,5458624,161116806,17676992,1,1.02,
COFs,Curriculum,42,0.3,4,69,73,608,14,14072316,5458624,426377468,17676992,1,1.07,
COFs,Curriculum,42,0.5,8,115,123,608,14,14313672,5458624,702605768,17676992,1,1.18,
COFs,Curriculum,42,0.7,10,161,171,608,14,14442270,5458624,973135390,17676992,1,1.06,
COFs,Curriculum,42,1.0,15,230,245,608,14,14786865,5458624,1386943793,17676992,1,1.23,
COFs,Curriculum,43,0.1,2,23,25,608,14,13959558,5458624,161116806,17676992,1,1.02,
COFs,Curriculum,43,0.3,4,69,73,608,14,14072316,5458624,426377468,17676992,1,0.94,
COFs,Curriculum,43,0.5,8,115,123,608,14,14313672,5458624,702605768,17676992,1,1.17,
COFs,Curriculum,43,0.7,10,161,171,608,14,14442270,5458624,973135390,17676992,1,0.99,
COFs,Curriculum,43,1.0,15,230,245,608,14,14786865,5458624,1386943793,17676992,1,1.1,
COFs,DNGO-Gradient,42,0.1,2,23,25,608,14,13959558,5458624,246741382,17676992,1,1.71,
COFs,DNGO-Gradient,42,0.3,4,69,73,608,14,14072316,5458624,676819196,17676992,1,9.08,
COFs,DNGO-Gradient,42,0.5,8,115,123,608,14,14313672,5458624,1142624200,17676992,1,2.67,
COFs,DNGO-Gradient,42,0.7,10,161,171,608,14,14442270,5458624,1572717854,17676992,1,2.66,
COFs,DNGO-Gradient,42,1.0,15,230,245,608,14,14786865,5458624,2253608625,17676992,1,2.81,
COFs,DNGO-Gradient,43,0.1,2,23,25,608,14,13959558,5458624,246741382,17676992,1,2.56,
COFs,DNGO-Gradient,43,0.3,4,69,73,608,14,14072316,5458624,676819196,17676992,1,2.65,
COFs,DNGO-Gradient,43,0.5,8,115,123,608,14,14313672,5458624,1142624200,17676992,1,2.64,
COFs,DNGO-Gradient,43,0.7,10,161,171,608,14,14442270,5458624,1572717854,17676992,1,2.37,
COFs,DNGO-Gradient,43,1.0,15,230,245,608,14,14786865,5458624,2253608625,17676992,1,8.75,
COFs,Progressive,42,0.1,2,23,25,608,14,13959558,5458624,84808582,17676992,1,0.65,
COFs,Progressive,42,0.3,4,69,73,608,14,14072316,5458624,221651196,17676992,1,0.7,
COFs,Progressive,42,0.5,8,115,123,608,14,14313672,5458624,363590600,17676992,1,0.78,
COFs,Progressive,42,0.7,10,161,171,608,14,14442270,5458624,500449054,17676992,1,0.49,
COFs,Progressive,42,1.0,15,230,245,608,14,14786865,5458624,710856625,17676992,1,0.5,
COFs,Progressive,43,0.1,2,23,25,608,14,13959558,5458624,84808582,17676992,1,0.61,
COFs,Progressive,43,0.3,4,69,73,608,14,14072316,5458624,221651196,17676992,1,0.6,
COFs,Progressive,43,0.5,8,115,123,608,14,14313672,5458624,363590600,17676992,1,0.61,
COFs,Progressive,43,0.7,10,161,171,608,14,14442270,5458624,500449054,17676992,1,0.65,
COFs,Progressive,43,1.0,15,230,245,608,14,14786865,5458624,710856625,17676992,1,0.71,
COFs,Two-Stage Joint,42,0.1,2,23,25,608,14,13959558,5458624,157614214,17676992,1,1.36,
COFs,Two-Stage Joint,42,0.3,4,69,73,608,14,14072316,5458624,433143292,17676992,1,1.37,
COFs,Two-Stage Joint,42,0.5,8,115,123,608,14,14313672,5458624,720693960,17676992,1,1.4,
COFs,Two-Stage Joint,42,0.7,10,161,171,608,14,14442270,5458624,996238878,17676992,1,1.43,
COFs,Two-Stage Joint,42,1.0,15,230,245,608,14,14786865,5458624,1421600945,17676992,1,1.54,
COFs,Two-Stage Joint,43,0.1,2,23,25,608,14,13959558,5458624,157614214,17676992,1,1.4,
COFs,Two-Stage Joint,43,0.3,4,69,73,608,14,14072316,5458624,433143292,17676992,1,1.35,
COFs,Two-Stage Joint,43,0.5,8,115,123,608,14,14313672,5458624,720693960,17676992,1,1.5,
COFs,Two-Stage Joint,43,0.7,10,161,171,608,14,14442270,5458624,996238878,17676992,1,1.38,
COFs,Two-Stage Joint,43,1.0,15,230,245,608,14,14786865,5458624,1421600945,17676992,1,1.43,
COFs,DNGO-Joint,42,0.1,2,23,25,608,14,13959558,5458624,234530182,17676992,1,2.44,
COFs,DNGO-Joint,42,0.3,4,69,73,608,14,14072316,5458624,652396796,17676992,1,2.5,
COFs,DNGO-Joint,42,0.5,8,115,123,608,14,14313672,5458624,1093779400,17676992,1,2.5,
COFs,DNGO-Joint,42,0.7,10,161,171,608,14,14442270,5458624,1511661854,17676992,1,2.42,
COFs,DNGO-Joint,42,1.0,15,230,245,608,14,14786865,5458624,2162024625,17676992,1,9.42,
COFs,DNGO-Joint,43,0.1,2,23,25,608,14,13959558,5458624,234530182,17676992,1,2.24,
COFs,DNGO-Joint,43,0.3,4,69,73,608,14,14072316,5458624,652396796,17676992,1,2.33,
COFs,DNGO-Joint,43,0.5,8,115,123,608,14,14313672,5458624,1093779400,17676992,1,2.37,
COFs,DNGO-Joint,43,0.7,10,161,171,608,14,14442270,5458624,1511661854,17676992,1,2.23,
COFs,DNGO-Joint,43,1.0,15,230,245,608,14,14786865,5458624,2162024625,17676992,1,2.29,
COFs,Knowledge Distillation,42,0.1,2,23,25,608,14,13959558,5458624,153314182,17676992,1,1.08,
COFs,Knowledge Distillation,42,0.3,4,69,73,608,14,14072316,5458624,424313596,17676992,1,1.26,
COFs,Knowledge Distillation,42,0.5,8,115,123,608,14,14313672,5458624,703264200,17676992,1,1.24,
COFs,Knowledge Distillation,42,0.7,10,161,171,608,14,14442270,5458624,974279454,17676992,1,1.27,
COFs,Knowledge Distillation,42,1.0,15,230,245,608,14,14786865,5458624,1388776625,17676992,1,1.43,
COFs,Knowledge Distillation,43,0.1,2,23,25,608,14,13959558,5458624,153314182,17676992,1,1.28,
COFs,Knowledge Distillation,43,0.3,4,69,73,608,14,14072316,5458624,424313596,17676992,1,1.22,
COFs,Knowledge Distillation,43,0.5,8,115,123,608,14,14313672,5458624,703264200,17676992,1,1.22,
COFs,Knowledge Distillation,43,0.7,10,161,171,608,14,14442270,5458624,974279454,17676992,1,1.24,
COFs,Knowledge Distillation,43,1.0,15,230,245,608,14,14786865,5458624,1388776625,17676992,1,1.39,
COFs,Domain Adaptation (MMD),42,0.1,2,23,25,608,14,13959558,5458624,223995014,17676992,1,1.73,
COFs,Domain Adaptation (MMD),42,0.3,4,69,73,608,14,14072316,5458624,630672892,17676992,1,1.7,
COFs,Domain Adaptation (MMD),42,0.5,8,115,123,608,14,14313672,5458624,1050985160,17676992,1,1.74,
COFs,Domain Adaptation (MMD),42,0.7,10,161,171,608,14,14442270,5458624,1457678878,17676992,1,1.8,
COFs,Domain Adaptation (MMD),42,1.0,15,230,245,608,14,14786865,5458624,2081376945,17676992,1,1.82,
COFs,Domain Adaptation (MMD),43,0.1,2,23,25,608,14,13959558,5458624,223995014,17676992,1,1.65,
COFs,Domain Adaptation (MMD),43,0.3,4,69,73,608,14,14072316,5458624,630672892,17676992,1,1.66,
COFs,Domain Adaptation (MMD),43,0.5,8,115,123,608,14,14313672,5458624,1050985160,17676992,1,1.73,
COFs,Domain Adaptation (MMD),43,0.7,10,161,171,608,14,14442270,5458624,1457678878,17676992,1,1.7,
COFs,Domain Adaptation (MMD),43,1.0,15,230,245,608,14,14786865,5458624,2081376945,17676992,1,9.12,
COFs,Soft Parameter Sharing,42,0.1,2,23,25,608,14,13959558,5458624,169237382,17676992,1,1.82,
COFs,Soft Parameter Sharing,42,0.3,4,69,73,608,14,14072316,5458624,456159996,17676992,1,1.85,
COFs,Soft Parameter Sharing,42,0.5,8,115,123,608,14,14313672,5458624,766957000,17676992,1,1.91,
COFs,Soft Parameter Sharing,42,0.7,10,161,171,608,14,14442270,5458624,1053895454,17676992,1,1.86,
COFs,Soft Parameter Sharing,42,1.0,15,230,245,608,14,14786865,5458624,1508200625,17676992,1,1.91,
COFs,Soft Parameter Sharing,43,0.1,2,23,25,608,14,13959558,5458624,169237382,17676992,1,1.88,
COFs,Soft Parameter Sharing,43,0.3,4,69,73,608,14,14072316,5458624,456159996,17676992,1,1.89,
COFs,Soft Parameter Sharing,43,0.5,8,115,123,608,14,14313672,5458624,766957000,17676992,1,1.87,
COFs,Soft Parameter Sharing,43,0.7,10,161,171,608,14,14442270,5458624,1053895454,17676992,1,1.92,
COFs,Soft Parameter Sharing,43,1.0,15,230,245,608,14,14786865,5458624,1508200625,17676992,1,1.91,
COFs,Pseudo-Labeling,42,0.1,2,23,25,608,14,13959558,5458624,243064582,17676992,1,1.34,
COFs,Pseudo-Labeling,42,0.3,4,69,73,608,14,14072316,5458624,693544572,17676992,1,1.37,
COFs,Pseudo-Labeling,42,0.5,8,115,123,608,14,14313672,5458624,1151995976,17676992,1,1.38,
COFs,Pseudo-Labeling,42,0.7,10,161,171,608,14,14442270,5458624,1602491806,17676992,1,1.46,
COFs,Pseudo-Labeling,42,1.0,15,230,245,608,14,14786865,5458624,2286230065,17676992,1,8.75,
COFs,Pseudo-Labeling,43,0.1,2,23,25,608,14,13959558,5458624,243064582,17676992,1,0.91,
COFs,Pseudo-Labeling,43,0.3,4,69,73,608,14,14072316,5458624,693544572,17676992,1,1.0,
COFs,Pseudo-Labeling,43,0.5,8,115,123,608,14,14313672,5458624,1151995976,17676992,1,1.18,
COFs,Pseudo-Labeling,43,0.7,10,161,171,608,14,14442270,5458624,1602491806,17676992,1,1.11,
COFs,Pseudo-Labeling,43,1.0,15,230,245,608,14,14786865,5458624,2286230065,17676992,1,1.17,
COFs,Adapter,42,0.1,2,23,25,608,14,13959558,5458624,153729414,11606720,1,0.88,
COFs,Adapter,42,0.3,4,69,73,608,14,14072316,5458624,425144060,11606720,1,0.88,
COFs,Adapter,42,0.5,8,115,123,608,14,14313672,5458624,704925128,11606720,1,1.11,
COFs,Adapter,42,0.7,10,161,171,608,14,14442270,5458624,976355614,11606720,1,1.02,
COFs,Adapter,42,1.0,15,230,245,608,14,14786865,5458624,1391890865,11606720,1,1.09,
COFs,Adapter,43,0.1,2,23,25,608,14,13959558,5458624,153729414,11606720,1,1.12,
COFs,Adapter,43,0.3,4,69,73,608,14,14072316,5458624,425144060,11606720,1,1.02,
COFs,Adapter,43,0.5,8,115,123,608,14,14313672,5458624,704925128,11606720,1,1.03,
COFs,Adapter,43,0.7,10,161,171,608,14,14442270,5458624,976355614,11606720,1,1.36,
COFs,Adapter,43,1.0,15,230,245,608,14,14786865,5458624,1391890865,11606720,1,1.38,
FreeSolv,MFGP,42,0.1,2,26,28,640,10,0,0,7760032,24014592,1,0.94,
FreeSolv,MFGP,42,0.3,7,78,85,640,10,0,0,330442600,79335600,1,3.33,
FreeSolv,MFGP,42,0.5,12,130,142,640,10,0,0,1161849680,143285952,1,3.18,
FreeSolv,MFGP,42,0.7,17,181,198,640,10,0,0,5120904888,214517952,1,7.0,
FreeSolv,MFGP,42,1.0,24,259,283,640,10,0,0,17677244080,338554032,1,13.44,
FreeSolv,MFGP,43,0.1,2,26,28,640,10,0,0,9977184,24014592,1,1.02,
FreeSolv,MFGP,43,0.3,7,78,85,640,10,0,0,333332600,79335600,1,3.25,
FreeSolv,MFGP,43,0.5,12,130,142,640,10,0,0,2817919000,143285952,1,10.86,
FreeSolv,MFGP,43,0.7,17,181,198,640,10,0,0,4122222192,214517952,1,6.02,
FreeSolv,MFGP,43,1.0,24,259,283,640,10,0,0,19102828280,338554032,1,13.43,
FreeSolv,NARGP,42,0.1,2,26,28,640,10,0,0,1900840,23843944,1,0.44,
FreeSolv,NARGP,42,0.3,7,78,85,640,10,0,0,50716780,77592314,1,0.69,
FreeSolv,NARGP,42,0.5,12,130,142,640,10,0,0,317293808,138328224,1,0.93,
FreeSolv,NARGP,42,0.7,17,181,198,640,10,0,0,873948440,204766554,1,1.09,
FreeSolv,NARGP,42,1.0,24,259,283,640,10,0,0,4097093704,318811776,1,2.18,
FreeSolv,NARGP,43,0.1,2,26,28,640,10,0,0,2239528,23843944,1,0.41,
FreeSolv,NARGP,43,0.3,7,78,85,640,10,0,0,57694956,77592314,1,0.6,
FreeSolv,NARGP,43,0.5,12,130,142,640,10,0,0,334182680,138328224,1,0.96,
FreeSolv,NARGP,43,0.7,17,181,198,640,10,0,0,1202475748,204766554,1,1.45,
FreeSolv,NARGP,43,1.0,24,259,283,640,10,0,0,1952648296,318811776,1,1.12,
FreeSolv,Sparse MFGP,42,0.1,2,26,28,640,10,0,0,385404000,14542504,1,13.32,
FreeSolv,Sparse MFGP,42,0.3,7,78,85,640,10,0,0,8490747000,33328108,1,14.92,
FreeSolv,Sparse MFGP,42,0.5,12,130,142,640,10,0,0,18889980000,41066728,1,13.5,
FreeSolv,Sparse MFGP,42,0.7,17,181,198,640,10,0,0,26216348000,41066728,1,13.76,
FreeSolv,Sparse MFGP,42,1.0,24,259,283,640,10,0,0,37792158000,41066728,1,11.07,
FreeSolv,Sparse MFGP,43,0.1,2,26,28,640,10,0,0,385404000,14542504,1,8.73,
FreeSolv,Sparse MFGP,43,0.3,7,78,85,640,10,0,0,8490747000,33328108,1,16.33,
FreeSolv,Sparse MFGP,43,0.5,12,130,142,640,10,0,0,18889980000,41066728,1,10.41,
FreeSolv,Sparse MFGP,43,0.7,17,181,198,640,10,0,0,26216348000,41066728,1,10.79,
FreeSolv,Sparse MFGP,43,1.0,24,259,283,640,10,0,0,37792158000,41066728,1,11.49,
FreeSolv,DKL Multi-Fidelity,42,0.1,2,26,28,640,10,0,0,532796000,48877264,1,8.61,
FreeSolv,DKL Multi-Fidelity,42,0.3,7,78,85,640,10,0,0,2441042000,100392496,1,11.93,
FreeSolv,DKL Multi-Fidelity,42,0.5,12,130,142,640,10,0,0,6376664000,152427568,1,14.27,
FreeSolv,DKL Multi-Fidelity,42,0.7,17,181,198,640,10,0,0,13293336000,204055984,1,10.58,
FreeSolv,DKL Multi-Fidelity,42,1.0,24,259,283,640,10,0,0,31941656000,283379344,1,14.49,
FreeSolv,DKL Multi-Fidelity,43,0.1,2,26,28,640,10,0,0,532796000,48877264,1,8.36,
FreeSolv,DKL Multi-Fidelity,43,0.3,7,78,85,640,10,0,0,2441042000,100392496,1,11.36,
FreeSolv,DKL Multi-Fidelity,43,0.5,12,130,142,640,10,0,0,6376664000,152427568,1,14.02,
