benchmark,model,seed,status,first_diff_step,n_compared,ref_at_Bm1,new_at_Bm1,new_final,src
FreeSolv,Adapter,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Adapter,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Curriculum,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOGradient,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DNGOJoint,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,DomainAdaptationMMD,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,KnowledgeDistillation,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,42,match,-1.0,248.0,0.27,0.27,0.27,results
FreeSolv,MFGP,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,MFGP,60,no_ref,,,,,,
FreeSolv,MFGP,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,NARGP,42,match,-1.0,248.0,0.27,0.27,0.27,results
FreeSolv,NARGP,43,match,-1.0,248.0,5.5,5.5,5.12,results
FreeSolv,NARGP,44,match,-1.0,248.0,2.34,2.34,2.34,results
FreeSolv,NARGP,45,match,-1.0,248.0,6.35,6.35,2.34,results
FreeSolv,NARGP,46,match,-1.0,248.0,7.76,7.76,4.220000000000001,results
FreeSolv,NARGP,47,match,-1.0,248.0,6.35,6.35,3.46,results
FreeSolv,NARGP,48,match,-1.0,248.0,3.96,3.96,2.34,results
FreeSolv,NARGP,49,match,-1.0,248.0,5.390000000000001,5.390000000000001,4.220000000000001,results
FreeSolv,NARGP,50,match,-1.0,248.0,5.45,5.45,5.12,results
FreeSolv,NARGP,51,match,-1.0,248.0,5.390000000000001,5.390000000000001,4.41,results
FreeSolv,NARGP,52,match,-1.0,248.0,8.11,8.11,5.640000000000001,results
FreeSolv,NARGP,53,match,-1.0,248.0,5.12,5.12,5.12,results
FreeSolv,NARGP,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,NARGP,55,match,-1.0,248.0,0.31,0.31,0.31,results
FreeSolv,NARGP,56,match,-1.0,248.0,7.07,7.07,5.09,results
FreeSolv,NARGP,57,match,-1.0,248.0,6.630000000000001,6.630000000000001,2.34,results
FreeSolv,NARGP,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,NARGP,59,match,-1.0,248.0,5.79,5.79,5.12,results
FreeSolv,NARGP,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,NARGP,61,match,-1.0,248.0,6.36,6.36,3.46,results
FreeSolv,Progressive,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Progressive,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,PseudoLabeling,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,Sequential,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SoftParameterSharing,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,42,MISMATCH,154.0,248.0,0.0,0.27,0.0,results
FreeSolv,SparseMFGP,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,57,MISMATCH,44.0,248.0,0.27,0.27,0.0,results
FreeSolv,SparseMFGP,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,SparseMFGP,61,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,42,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,43,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,44,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,45,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,46,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,47,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,48,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,49,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,50,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,51,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,52,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,53,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,54,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,55,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,56,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,57,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,58,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,59,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,60,match,-1.0,248.0,0.0,0.0,0.0,results
FreeSolv,TwoStageJoint,61,match,-1.0,248.0,0.0,0.0,0.0,results
HOPV15,Adapter,42,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,43,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,Adapter,44,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,45,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,46,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,Adapter,47,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,Adapter,48,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,Adapter,49,match,-1.0,143.0,3.9,3.9,2.619999999999999,results
HOPV15,Adapter,50,match,-1.0,143.0,4.299999999999999,4.299999999999999,0.0,results
HOPV15,Adapter,51,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,52,match,-1.0,143.0,3.499999999999999,3.499999999999999,0.0,results
HOPV15,Adapter,53,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,54,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,55,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,Adapter,56,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,57,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,58,match,-1.0,143.0,3.499999999999999,3.499999999999999,0.0,results
HOPV15,Adapter,59,match,-1.0,143.0,2.8999999999999995,2.8999999999999995,0.0,results
HOPV15,Adapter,60,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Adapter,61,match,-1.0,143.0,4.299999999999999,4.299999999999999,0.0,results
HOPV15,Curriculum,42,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,43,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,44,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,45,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,46,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,47,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,48,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,49,match,-1.0,143.0,4.299999999999999,4.299999999999999,3.499999999999999,results
HOPV15,Curriculum,50,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,51,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,52,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,53,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,54,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,55,match,-1.0,143.0,2.8999999999999995,2.8999999999999995,0.0,results
HOPV15,Curriculum,56,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,57,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,Curriculum,58,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,59,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,60,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,Curriculum,61,match,-1.0,143.0,3.499999999999999,3.499999999999999,0.0,results
HOPV15,DKL,42,no_ref,,,,,,
HOPV15,DKL,43,no_ref,,,,,,
HOPV15,DKL,44,no_ref,,,,,,
HOPV15,DKL,45,no_ref,,,,,,
HOPV15,DKL,46,no_ref,,,,,,
HOPV15,DKL,47,no_ref,,,,,,
HOPV15,DKL,48,no_ref,,,,,,
HOPV15,DKL,49,no_ref,,,,,,
HOPV15,DKL,50,no_ref,,,,,,
HOPV15,DKL,51,no_ref,,,,,,
HOPV15,DKL,52,no_ref,,,,,,
HOPV15,DKL,53,no_ref,,,,,,
HOPV15,DKL,54,no_ref,,,,,,
HOPV15,DKL,55,no_ref,,,,,,
HOPV15,DKL,56,no_ref,,,,,,
HOPV15,DKL,57,no_ref,,,,,,
HOPV15,DKL,58,no_ref,,,,,,
HOPV15,DKL,59,no_ref,,,,,,
HOPV15,DKL,60,no_ref,,,,,,
HOPV15,DKL,61,no_ref,,,,,,
HOPV15,DNGOGradient,42,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,DNGOGradient,43,match,-1.0,143.0,3.9,3.9,0.0,results
HOPV15,DNGOGradient,44,match,-1.0,143.0,0.0,0.0,0.0,results
HOPV15,DNGOGradient,45,match,-1.0,143.0,0.0,0.0,0.0,results
